example_id                                                       | status | run_time        |
./spec/policies/ticket_policy_spec.rb[1:7:2]                     | passed | 0.01588 seconds |
./spec/policies/ticket_policy_spec.rb[1:7:3]                     | passed | 0.01188 seconds |
./spec/requests/graphql_spec.rb[1:1:1:1]                         | passed | 0.00822 seconds |
./spec/requests/graphql_spec.rb[1:1:2:1]                         | passed | 0.00584 seconds |
./spec/requests/graphql_spec.rb[1:2:1:1]                         | passed | 0.00077 seconds |
./spec/services/ticket_exporter_spec.rb[1:1:1]                   | passed | 0.01427 seconds |
./spec/services/ticket_exporter_spec.rb[1:1:2]                   | passed | 0.01406 seconds |
./spec/services/ticket_exporter_spec.rb[1:1:3]                   | passed | 0.02579 seconds |
./spec/services/ticket_exporter_spec.rb[1:1:4:1]                 | passed | 0.01635 seconds |
./spec/services/ticket_exporter_spec.rb[1:1:4:2]                 | passed | 0.01439 seconds |
./spec/services/ticket_exporter_spec.rb[1:2:1]                   | passed | 0.00059 seconds |
./spec/services/ticket_exporter_spec.rb[1:3:1]                   | passed | 0.00061 seconds |
./spec/services/ticket_exporter_spec.rb[1:4:1]                   | passed | 0.00051 seconds |
./spec/services/ticket_exporter_spec.rb[1:5:1]                   | passed | 0.00057 seconds |
